epoch,accuracy,auc,loss,lr,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
35,0.9451519846916199,0.9938233494758606,0.544524610042572,1e-04,0.9568479657173157,0.9343118071556091,0.801388680934906,0.9535306692123413,0.8697124719619751,0.8213942050933838,0.7826542854309082
36,0.947486400604248,0.9942442774772644,0.5393759608268738,1e-04,0.9581086039543152,0.936207115650177,0.829555869102478,0.9414263963699341,0.8804998993873596,0.8389830589294434,0.8171099424362183
37,0.9502369165420532,0.9947394132614136,0.5314245820045471,1e-04,0.9600841999053955,0.9384259581565857,0.8478972911834717,0.961398720741272,0.7764447331428528,0.8605405688285828,0.8342722654342651
38,0.9510458707809448,0.9945304989814758,0.529005765914917,1e-04,0.9604921340942383,0.9400901198387146,0.8382025361061096,0.9469958543777466,0.8490126132965088,0.8480247259140015,0.8268046379089355
39,0.9534496665000916,0.995003342628479,0.5232752561569214,1e-04,0.9626258611679077,0.9435802698135376,0.8519585728645325,0.9562605023384094,0.8036857843399048,0.8611408472061157,0.8425258994102478
40,0.9538888335227966,0.9954496622085571,0.5189849734306335,1e-04,0.9627935290336609,0.9438114166259766,0.7886807322502136,0.9285335540771484,0.930720329284668,0.8010044693946838,0.7730905413627625
41,0.9548364877700806,0.9955562353134155,0.5152469873428345,1e-04,0.9639707803726196,0.9449208378791809,0.8180269598960876,0.9476279020309448,0.898841381072998,0.8272567987442017,0.8055810332298279
42,0.9549289345741272,0.9953802227973938,0.5156583189964294,1e-04,0.9637997150421143,0.9445972442626953,0.8596882224082947,0.9505387544631958,0.7850139141082764,0.8696701526641846,0.8497314453125
43,0.9626025557518005,0.9969694018363953,0.4966686964035034,5e-05,0.9705273509025574,0.9536808133125305,0.8579850792884827,0.9598428606987,0.7814765572547913,0.8655518293380737,0.8476352691650391
44,0.9641973972320557,0.996888279914856,0.4924961030483246,5e-05,0.9716774821281433,0.9563157558441162,0.8659766912460327,0.955166220664978,0.7844145894050598,0.8717573285102844,0.8585091233253479
45,0.9655148386955261,0.9971247911453247,0.4893803000450134,5e-05,0.972171425819397,0.9584421515464783,0.8667627573013306,0.9577576518058777,0.7691022157669067,0.8731681108474731,0.8586401343345642
46,0.9656535387039185,0.9972484707832336,0.48855724930763245,5e-05,0.9727255702018738,0.9578643441200256,0.8539237380027771,0.9522196054458618,0.8213764429092407,0.8598540425300598,0.8488143682479858
47,0.9671096801757812,0.9974320530891418,0.48464465141296387,5e-05,0.973926305770874,0.9591817855834961,0.8586401343345642,0.9430841207504272,0.8217578530311584,0.8637391924858093,0.8503865003585815
48,0.9679186344146729,0.997613251209259,0.48260483145713806,5e-05,0.9739803075790405,0.960360586643219,0.8612602949142456,0.9477533102035522,0.7970686554908752,0.8682387471199036,0.8537927269935608
49,0.9683578014373779,0.9977207183837891,0.4796528220176697,5e-05,0.9747838377952576,0.9614006876945496,0.8431809544563293,0.9420683979988098,0.8424051403999329,0.850206196308136,0.8372854590415955
50,0.9682191014289856,0.9978238344192505,0.47809889912605286,5e-05,0.974505603313446,0.9612388610839844,0.8384645581245422,0.9470500946044922,0.8428570032119751,0.8479077219963074,0.8282457590103149
51,0.968565821647644,0.9976415634155273,0.47862350940704346,5e-05,0.9743331670761108,0.9616317749023438,0.8473732471466064,0.943447470664978,0.8403792977333069,0.8553686141967773,0.8391196131706238
52,0.9703224301338196,0.998365581035614,0.47176697850227356,2.5e-05,0.9763444066047668,0.9635040163993835,0.85772305727005,0.942410945892334,0.820238471031189,0.8637330532073975,0.8511725664138794
53,0.9701837301254272,0.9981504678726196,0.47004106640815735,2.5e-05,0.9762707948684692,0.9632959961891174,0.8624393939971924,0.944606602191925,0.8043062686920166,0.8680021166801453,0.8571990132331848
54,0.9725182056427002,0.9982555508613586,0.46844321489334106,2.5e-05,0.9779759645462036,0.9657922387123108,0.8603432178497314,0.947245717048645,0.8029670715332031,0.8653283715248108,0.8527446389198303
55,0.9723101854324341,0.9984795451164246,0.4664829969406128,2.5e-05,0.978137195110321,0.9658384323120117,0.856412947177887,0.9439109563827515,0.8184686899185181,0.8624036312103271,0.8498624563217163
56,0.9717323184013367,0.9985679388046265,0.46566593647003174,2.5e-05,0.9779973030090332,0.9657228589057922,0.8634874820709229,0.9582934379577637,0.7837269902229309,0.8688415288925171,0.8548408150672913
57,0.9728879928588867,0.9986298680305481,0.4632011353969574,2.5e-05,0.9783391952514648,0.966693639755249,0.8582471013069153,0.9527142643928528,0.8026940822601318,0.8635879755020142,0.8501244783401489
58,0.9727030992507935,0.9984649419784546,0.4644695520401001,2.5e-05,0.9787079691886902,0.9657459855079651,0.8647975921630859,0.9520624876022339,0.7839878797531128,0.871518075466156,0.8566749691963196
59,0.9730960130691528,0.9986427426338196,0.4623680114746094,2.5e-05,0.9787089824676514,0.9668554067611694,0.8587711453437805,0.9488817453384399,0.7971386909484863,0.8660344481468201,0.8494694232940674
60,0.9721483588218689,0.9986647367477417,0.46317896246910095,2.5e-05,0.9782868027687073,0.9663931727409363,0.8589021563529968,0.9432879686355591,0.8167217969894409,0.8658860921859741,0.852613627910614
